year,lane_id,lane_type,truck_class,road_km,drive_time_hr,relay_flag,annual_flow,truckloads,transport_cost_eur,co2_kg
2034,PORT_NL_rotterdam__CAND_DE_koeln,PORT_DC,L,203.56,2.443,False,154483.0,845.0,1943500.0,143734.5
2034,PORT_NL_rotterdam__CAND_PL_lodz,PORT_DC,L,1028.35,12.34,False,85421.0,467.0,1074100.0,79436.7
2034,PORT_NL_rotterdam__CAND_ES_madrid,PORT_DC,L,1424.01,17.088,False,34492.0,189.0,434700.0,32148.9
2034,PORT_NL_rotterdam__CAND_IT_rome,PORT_DC,L,1269.56,15.235,False,61016.0,334.0,768200.0,56813.4
2034,CAND_DE_koeln__CAND_IT_rome,DC_DC,L,1091.25,13.095,True,605.1913877611667,101.0,126748.69,68334.1
2034,CAND_DE_koeln__METRO_BE_brussels,DC_HUB_DIRECT,M,182.67,2.192,False,1743.965901563288,291.0,39867.73,21794.4
2034,CAND_DE_koeln__METRO_BE_antwerp,DC_HUB_DIRECT,M,180.73,2.169,False,863.6409641956632,144.0,19518.84,10670.3
2034,CAND_DE_koeln__METRO_BE_liege,DC_HUB_DIRECT,M,102.74,1.233,False,6189.885975794252,1032.0,79520.76,43471.3
2034,CAND_DE_koeln__METRO_BE_gent,DC_HUB_DIRECT,M,226.65,2.72,False,389.61984407463444,65.0,11049.19,6040.2
2034,CAND_DE_koeln__METRO_BE_charleroi,DC_HUB_DIRECT,M,185.85,2.23,False,338.58651437216344,57.0,7945.09,4343.3
2034,CAND_DE_koeln__METRO_DE_frankfurt_am_main,DC_HUB_DIRECT,M,152.63,1.832,False,579.4922031172619,97.0,11103.83,6070.1
2034,CAND_DE_koeln__METRO_DE_duesseldorf,DC_HUB_DIRECT,M,34.29,0.411,False,485.07015085214886,81.0,2083.12,1138.8
2034,CAND_DE_koeln__METRO_DE_stuttgart,DC_HUB_DIRECT,M,287.54,3.45,False,476.7387932993448,80.0,17252.4,9431.3
2034,CAND_DE_koeln__METRO_DE_dortmund,DC_HUB_DIRECT,M,73.98,0.888,False,440.6362439038604,74.0,4105.89,2244.6
2034,CAND_DE_koeln__METRO_DE_essen,DC_HUB_DIRECT,M,58.35,0.7,False,432.3048863510564,73.0,3194.66,1746.4
2034,CAND_DE_koeln__METRO_DE_bremen,DC_HUB_DIRECT,M,269.97,3.24,False,425.8249415877643,71.0,14375.9,7858.8
2034,CAND_DE_koeln__METRO_DE_hannover,DC_HUB_DIRECT,M,249.78,2.997,False,402.68228171886403,68.0,12738.78,6963.9
2034,CAND_DE_koeln__METRO_DE_duisburg,DC_HUB_DIRECT,M,56.98,0.684,False,401.75657532410804,67.0,2863.24,1565.2
2034,CAND_DE_koeln__METRO_DE_bochum,DC_HUB_DIRECT,M,63.74,0.765,False,287.8946887691189,48.0,2294.64,1254.4
2034,CAND_DE_koeln__METRO_DE_bochum_hordel,DC_HUB_DIRECT,M,65.13,0.782,False,286.0432759796069,48.0,2344.68,1281.8
2034,CAND_DE_koeln__METRO_DE_mannheim,DC_HUB_DIRECT,M,193.49,2.322,False,267.5291480844867,45.0,6530.29,3569.9
2034,CAND_DE_koeln__METRO_DE_wuppertal,DC_HUB_DIRECT,M,38.49,0.462,False,259.1977905316826,44.0,1270.17,694.4
2034,CAND_DE_koeln__METRO_DE_bielefeld,DC_HUB_DIRECT,M,164.25,1.971,False,249.94072658412253,42.0,5173.88,2828.4
