year,lane_id,lane_type,truck_class,road_km,drive_time_hr,relay_flag,annual_flow,truckloads,transport_cost_eur,co2_kg
2030,PORT_NL_rotterdam__CAND_DE_koeln,PORT_DC,L,203.56,2.443,False,102079.0,17014.0,1283400.0,94915.8
2030,PORT_NL_rotterdam__CAND_PL_lodz,PORT_DC,L,1028.35,12.34,False,48824.0,8138.0,614100.0,45416.7
2030,PORT_NL_rotterdam__CAND_ES_madrid,PORT_DC,L,1424.01,17.088,False,21968.0,3662.0,278300.0,20582.1
2030,PORT_NL_rotterdam__CAND_IT_rome,PORT_DC,L,1269.56,15.235,False,33715.0,5620.0,425500.0,31468.5
2030,CAND_DE_koeln__CAND_IT_rome,DC_DC,L,1091.25,13.095,True,376.2984716205682,63.0,79061.06,42624.2
2030,CAND_DE_koeln__METRO_BE_brussels,DC_HUB_DIRECT,M,182.67,2.192,False,1299.323819528849,217.0,29729.54,16252.1
2030,CAND_DE_koeln__METRO_BE_antwerp,DC_HUB_DIRECT,M,180.73,2.169,False,644.2108945032433,108.0,14639.13,8002.7
2030,CAND_DE_koeln__METRO_BE_liege,DC_HUB_DIRECT,M,102.74,1.233,False,4533.72170321748,756.0,58253.58,31845.3
2030,CAND_DE_koeln__METRO_BE_gent,DC_HUB_DIRECT,M,226.65,2.72,False,290.3904493683851,49.0,8329.39,4553.4
2030,CAND_DE_koeln__METRO_BE_charleroi,DC_HUB_DIRECT,M,185.85,2.23,False,252.7288893820416,43.0,5993.66,3276.5
2030,CAND_DE_koeln__METRO_DE_frankfurt_am_main,DC_HUB_DIRECT,M,152.63,1.832,False,411.91592144552874,69.0,7898.6,4317.9
2030,CAND_DE_koeln__METRO_DE_duesseldorf,DC_HUB_DIRECT,M,34.29,0.411,False,375.34394711157995,63.0,1620.2,885.7
2030,CAND_DE_koeln__METRO_DE_stuttgart,DC_HUB_DIRECT,M,287.54,3.45,False,369.56942484832484,62.0,13370.61,7309.3
2030,CAND_DE_koeln__METRO_DE_dortmund,DC_HUB_DIRECT,M,73.98,0.888,False,342.62165428646784,58.0,3218.13,1759.2
2030,CAND_DE_koeln__METRO_DE_essen,DC_HUB_DIRECT,M,58.35,0.7,False,335.8847116460036,56.0,2450.7,1339.7
2030,CAND_DE_koeln__METRO_DE_bremen,DC_HUB_DIRECT,M,269.97,3.24,False,330.1101893827485,56.0,11338.74,6198.5
2030,CAND_DE_koeln__METRO_DE_hannover,DC_HUB_DIRECT,M,249.78,2.997,False,312.78662259298324,53.0,9928.76,5427.7
2030,CAND_DE_koeln__METRO_DE_duisburg,DC_HUB_DIRECT,M,56.98,0.684,False,309.89936146135574,52.0,2222.22,1214.8
2030,CAND_DE_koeln__METRO_DE_bochum,DC_HUB_DIRECT,M,63.74,0.765,False,223.2815275125296,38.0,1816.59,993.1
2030,CAND_DE_koeln__METRO_DE_bochum_hordel,DC_HUB_DIRECT,M,65.13,0.782,False,221.35668675811124,37.0,1807.36,988.0
2030,CAND_DE_koeln__METRO_DE_mannheim,DC_HUB_DIRECT,M,193.49,2.322,False,204.99554034555518,35.0,5079.11,2776.6
2030,CAND_DE_koeln__METRO_DE_wuppertal,DC_HUB_DIRECT,M,38.49,0.462,False,201.1458588367185,34.0,981.5,536.6
2030,CAND_DE_koeln__METRO_DE_bielefeld,DC_HUB_DIRECT,M,164.25,1.971,False,194.4089161962542,33.0,4065.19,2222.3
2030,CAND_DE_koeln__METRO_DE_karlsruhe,DC_HUB_DIRECT,M,237.86,2.854,False,188.63439393299916,32.0,5708.64,3120.7
2030,CAND_DE_koeln__METRO_DE_bonn,DC_HUB_DIRECT,M,24.36,0.292,False,32341.83298480137,5391.0,98493.57,53843.2
2030,CAND_DE_koeln__METRO_DE_wiesbaden,DC_HUB_DIRECT,M,131.87,1.582,False,161.68662337114213,27.0,2670.37,1459.8
2030,CAND_DE_koeln__METRO_DE_muenster,DC_HUB_DIRECT,M,123.64,1.484,False,167.4611456343972,28.0,2596.44,1419.4
2030,CAND_DE_koeln__METRO_DE_gelsenkirchen,DC_HUB_DIRECT,M,64.4,0.773,False,156.87452148509624,27.0,1304.1,712.9
2030,CAND_DE_koeln__METRO_DE_aachen,DC_HUB_DIRECT,M,63.28,0.759,False,159.7617826167238,27.0,1281.42,700.5
2030,CAND_DE_koeln__METRO_DE_moenchengladbach,DC_HUB_DIRECT,M,45.25,0.543,False,153.9872603534687,26.0,882.38,482.4
2030,CAND_DE_koeln__METRO_DE_braunschweig,DC_HUB_DIRECT,M,288.02,3.456,False,138.9735024690055,24.0,5184.36,2834.1
2030,CAND_DE_koeln__METRO_DE_krefeld,DC_HUB_DIRECT,M,52.66,0.632,False,132.57340696056445,23.0,908.38,496.6
2030,CAND_DE_koeln__METRO_DE_oberhausen,DC_HUB_DIRECT,M,60.88,0.731,False,120.68751530203109,21.0,958.86,524.2
2030,CAND_DE_koeln__METRO_DE_freiburg,DC_HUB_DIRECT,M,333.06,3.997,False,128.00191016882084,22.0,5495.49,3004.2
2030,CAND_DE_koeln__METRO_DE_erfurt,DC_HUB_DIRECT,M,285.98,3.432,False,117.0303178686362,20.0,4289.7,2345.0
2030,CAND_DE_koeln__METRO_DE_hagen,DC_HUB_DIRECT,M,59.87,0.718,False,109.71592300184643,19.0,853.15,466.4
2030,CAND_DE_koeln__METRO_DE_kassel,DC_HUB_DIRECT,M,182.99,2.196,False,110.63022236019516,19.0,2607.61,1425.5
2030,CAND_DE_koeln__METRO_DE_hamm,DC_HUB_DIRECT,M,102.78,1.233,False,103.3158274934054,18.0,1387.53,758.5
2030,CAND_DE_koeln__METRO_DE_mainz,DC_HUB_DIRECT,M,141.38,1.697,False,106.05872556845156,18.0,1908.63,1043.4
2030,CAND_DE_koeln__METRO_DE_saarbruecken,DC_HUB_DIRECT,M,189.16,2.27,False,100.57292941835925,17.0,2411.79,1318.4
2030,CAND_DE_koeln__METRO_DE_herne,DC_HUB_DIRECT,M,70.01,0.84,False,95.08713326826691,16.0,840.12,459.3
2030,CAND_DE_koeln__METRO_DE_muelheim,DC_HUB_DIRECT,M,55.69,0.668,False,95.08713326826691,16.0,668.28,365.3
2030,CAND_DE_koeln__METRO_DE_osnabrueck,DC_HUB_DIRECT,M,167.17,2.006,False,230.40343830387752,39.0,4889.72,2673.0
2030,CAND_DE_koeln__METRO_DE_solingen,DC_HUB_DIRECT,M,28.3,0.34,False,92.34423519322074,16.0,339.6,185.6
2030,CAND_DE_koeln__METRO_NL_amsterdam,DC_HUB_DIRECT,M,214.15,2.57,False,757.7114427769985,127.0,20397.79,11150.8
2030,CAND_DE_koeln__METRO_NL_rotterdam,DC_HUB_DIRECT,M,203.56,2.443,False,650.3517833099579,109.0,16641.03,9097.1
2030,CAND_DE_koeln__METRO_NL_the_hague,DC_HUB_DIRECT,M,223.23,2.679,False,462.47237924263675,78.0,13058.95,7138.9
2030,CAND_DE_koeln__METRO_NL_utrecht,DC_HUB_DIRECT,M,180.45,2.165,False,369.5649816269285,62.0,8390.92,4587.0
2030,CAND_DE_koeln__METRO_NL_eindhoven,DC_HUB_DIRECT,M,117.1,1.405,False,8396.442408546985,1400.0,122955.0,67215.4
2030,CAND_DE_koeln__METRO_NL_tilburg,DC_HUB_DIRECT,M,146.71,1.761,False,121.60546043478259,21.0,2310.68,1263.2
2030,CAND_DE_koeln__METRO_NL_groningen,DC_HUB_DIRECT,M,255.53,3.066,False,110.81787926718093,19.0,3641.3,1990.6
2030,CAND_DE_koeln__METRO_NL_almere_stad,DC_HUB_DIRECT,M,199.67,2.396,False,108.85650087307152,19.0,2845.3,1555.4
2030,CAND_DE_koeln__METRO_NL_breda,DC_HUB_DIRECT,M,167.81,2.014,False,101.01098729663393,17.0,2139.58,1169.6
2030,CAND_DE_koeln__METRO_FR_lille,DC_HUB_DIRECT,M,275.58,3.307,False,491.95087336456555,82.0,16948.17,9265.0
2030,CAND_DE_koeln__METRO_FR_strasbourg,DC_HUB_DIRECT,M,267.41,3.209,False,221.66956349233388,37.0,7420.63,4056.6
2030,CAND_DE_koeln__METRO_FR_bethune,DC_HUB_DIRECT,M,306.99,3.684,False,164.3077027640545,28.0,6446.79,3524.2
2030,CAND_DE_koeln__METRO_FR_valenciennes,DC_HUB_DIRECT,M,249.48,2.994,False,15911.740555988075,2652.0,496215.72,271264.6
2030,CAND_DE_koeln__METRO_FR_reims,DC_HUB_DIRECT,M,279.83,3.358,False,81.2788399471891,14.0,2938.22,1606.2
2030,CAND_DE_koeln__METRO_LU_luxembourg,DC_HUB_DIRECT,M,158.09,1.897,False,400.908846,67.0,7944.02,4342.7
2030,CAND_PL_lodz__METRO_PL_warsaw,DC_HUB_DIRECT,M,117.01,1.404,False,1022.8828420894927,171.0,15006.53,8203.6
2030,CAND_PL_lodz__METRO_PL_krakow,DC_HUB_DIRECT,M,192.8,2.314,False,437.0499416200559,73.0,10555.8,5770.5
2030,CAND_PL_lodz__METRO_PL_wroclaw,DC_HUB_DIRECT,M,184.87,2.218,False,364.72489217938477,61.0,8457.8,4623.6
2030,CAND_PL_lodz__METRO_PL_poznan,DC_HUB_DIRECT,M,187.65,2.252,False,287.23376777866565,48.0,6755.4,3693.0
2030,CAND_PL_lodz__METRO_PL_gdansk,DC_HUB_DIRECT,M,292.32,3.508,False,264.50303795445467,45.0,9865.8,5393.3
2030,CAND_PL_lodz__METRO_PL_bydgoszcz,DC_HUB_DIRECT,M,180.29,2.163,False,188.04512854574511,32.0,4326.96,2365.4
2030,CAND_PL_lodz__METRO_PL_lublin,DC_HUB_DIRECT,M,221.71,2.66,False,181.84583859368757,31.0,5154.76,2817.9
2030,CAND_PL_lodz__METRO_PL_katowice,DC_HUB_DIRECT,M,171.02,2.052,False,175.64654864163006,30.0,3847.95,2103.5
2030,CAND_PL_lodz__METRO_PL_bialystok,DC_HUB_DIRECT,M,292.35,3.508,False,447.41342000386635,75.0,16444.69,8989.8
2030,CAND_PL_lodz__METRO_PL_gdynia,DC_HUB_DIRECT,M,311.98,3.744,False,143.61688388933283,24.0,5615.64,3069.9
2030,CAND_PL_lodz__METRO_PL_czestochowa,DC_HUB_DIRECT,M,111.01,1.332,False,15894.097558998003,2650.0,220632.38,120612.4
2030,CAND_PL_lodz__METRO_PL_sosnowiec,DC_HUB_DIRECT,M,167.01,2.004,False,118.76806333150219,20.0,2505.15,1369.5
2030,CAND_PL_lodz__METRO_PL_radom,DC_HUB_DIRECT,M,122.63,1.472,False,119.74961757391131,20.0,1839.45,1005.6
2030,CAND_PL_lodz__METRO_PL_mokotow,DC_HUB_DIRECT,M,116.78,1.401,False,113.86029211945664,19.0,1664.12,909.7
2030,CAND_PL_lodz__METRO_PL_torun,DC_HUB_DIRECT,M,150.46,1.805,False,111.89718363463844,19.0,2144.05,1172.1
2030,CAND_PL_lodz__METRO_PL_kielce,DC_HUB_DIRECT,M,128.25,1.539,False,110.91562939222932,19.0,1827.56,999.1
2030,CAND_PL_lodz__METRO_PL_gliwice,DC_HUB_DIRECT,M,173.02,2.076,False,104.04474969536557,18.0,2335.77,1276.9
2030,CAND_PL_lodz__METRO_PL_zabrze,DC_HUB_DIRECT,M,167.79,2.014,False,101.10008696813824,17.0,2139.32,1169.5
2030,CAND_PL_lodz__METRO_PL_bytom,DC_HUB_DIRECT,M,162.64,1.952,False,98.1554242409109,17.0,2073.66,1133.6
2030,CAND_PL_lodz__METRO_PL_praga_poludnie,DC_HUB_DIRECT,M,122.23,1.467,False,100.11853272572912,17.0,1558.43,851.9
2030,CAND_PL_lodz__METRO_PL_bielsko_biala,DC_HUB_DIRECT,M,218.7,2.624,False,94.22920727127446,16.0,2624.4,1434.7
2030,CAND_PL_lodz__METRO_PL_olsztyn,DC_HUB_DIRECT,M,233.72,2.805,False,92.26609878645625,16.0,2804.64,1533.2
2030,CAND_PL_lodz__METRO_CZ_ostrava,DC_HUB_DIRECT,M,230.99,2.772,False,2084.008683273481,348.0,60288.39,32957.7
2030,CAND_ES_madrid__METRO_ES_valencia,DC_HUB_DIRECT,M,302.37,3.628,False,372.8215204103763,63.0,14286.98,7810.2
2030,CAND_ES_madrid__METRO_ES_zaragoza,DC_HUB_DIRECT,M,274.11,3.289,False,330.854700050046,56.0,11512.62,6293.6
2030,CAND_ES_madrid__METRO_ES_bilbao,DC_HUB_DIRECT,M,322.96,3.876,False,153.22769294353162,26.0,6297.72,3442.8
2030,CAND_ES_madrid__METRO_ES_cordoba,DC_HUB_DIRECT,M,295.54,3.546,False,509.7504714930355,85.0,18840.68,10299.6
2030,CAND_ES_madrid__METRO_ES_valladolid,DC_HUB_DIRECT,M,162.19,1.946,False,455.97438307782147,76.0,9244.83,5053.8
2030,CAND_ES_madrid__METRO_ES_carabanchel,DC_HUB_DIRECT,M,3.39,0.041,False,9613.768868716239,1603.0,4075.63,2228.0
2030,CAND_ES_madrid__METRO_ES_puente_de_vallecas,DC_HUB_DIRECT,M,4.28,0.051,False,103.84348107765454,18.0,57.78,31.6
2030,CAND_ES_madrid__METRO_ES_gasteiz_/_vitoria,DC_HUB_DIRECT,M,283.8,3.406,False,77.88261080824091,13.0,2767.05,1512.7
2030,CAND_ES_madrid__METRO_ES_ciudad_lineal,DC_HUB_DIRECT,M,5.37,0.064,False,101.06195926307451,17.0,68.47,37.4
2030,CAND_ES_madrid__METRO_ES_fuencarral_el_pardo,DC_HUB_DIRECT,M,9.43,0.113,False,92.71739381933442,16.0,113.16,61.9
2030,CAND_ES_madrid__METRO_ES_mostoles,DC_HUB_DIRECT,M,17.29,0.208,False,88.0815241283677,15.0,194.51,106.3
2030,CAND_ES_madrid__METRO_ES_alcala_de_henares,DC_HUB_DIRECT,M,29.89,0.359,False,88.0815241283677,15.0,336.26,183.8
2030,CAND_ES_madrid__METRO_ES_pamplona,DC_HUB_DIRECT,M,317.07,3.805,False,85.30000231378767,15.0,3567.04,1950.0
2030,CAND_ES_madrid__METRO_ES_fuenlabrada,DC_HUB_DIRECT,M,16.63,0.2,False,81.59130656101429,14.0,174.62,95.5
2030,CAND_ES_madrid__METRO_ES_leganes,DC_HUB_DIRECT,M,11.19,0.134,False,80.66413262282093,14.0,117.5,64.2
2030,CAND_ES_madrid__METRO_ES_castello_de_la_plana,DC_HUB_DIRECT,M,313.92,3.767,False,79.7369586846276,14.0,3296.16,1801.9
2030,CAND_ES_madrid__METRO_ES_burgos,DC_HUB_DIRECT,M,214.01,2.568,False,153.91087374009513,26.0,4173.2,2281.3
2030,CAND_ES_madrid__METRO_ES_albacete,DC_HUB_DIRECT,M,223.49,2.682,False,746.0334298473603,125.0,20952.19,11453.9
2030,CAND_ES_madrid__METRO_ES_alcorcon,DC_HUB_DIRECT,M,13.01,0.156,False,72.31956717908085,13.0,126.85,69.3
2030,CAND_ES_madrid__METRO_ES_getafe,DC_HUB_DIRECT,M,12.59,0.151,False,74.17391505546753,13.0,122.75,67.1
2030,CAND_IT_rome__METRO_IT_naples,DC_HUB_DIRECT,M,186.69,2.24,False,1015.9135176012069,170.0,23802.98,13012.3
2030,CAND_IT_rome__METRO_IT_bologna,DC_HUB_DIRECT,M,304.52,3.654,False,383.78955109378927,64.0,14616.96,7990.6
2030,CAND_IT_rome__METRO_IT_florence,DC_HUB_DIRECT,M,233.84,2.806,False,333.506962848881,56.0,9821.28,5369.0
2030,CAND_IT_rome__METRO_IT_latina,DC_HUB_DIRECT,M,57.51,0.69,False,15178.230189115413,2530.0,109125.22,59655.1
2030,CAND_IT_rome__METRO_IT_caserta,DC_HUB_DIRECT,M,176.94,2.123,False,417.65333501382946,70.0,9289.35,5078.2
2030,CAND_IT_rome__METRO_IT_salerno,DC_HUB_DIRECT,M,233.77,2.805,False,365.7288663364344,61.0,10694.98,5846.6
2030,CAND_IT_rome__METRO_IT_pescara,DC_HUB_DIRECT,M,152.96,1.836,False,180.60684757354787,31.0,3556.32,1944.1
2030,CAND_IT_rome__METRO_IT_modena,DC_HUB_DIRECT,M,332.24,3.987,False,171.37127014080963,29.0,7226.22,3950.3
2030,CAND_IT_rome__METRO_IT_barletta,DC_HUB_DIRECT,M,319.98,3.84,False,451.5171189338697,76.0,18238.86,9970.6
2030,CAND_IT_rome__METRO_IT_nola,DC_HUB_DIRECT,M,199.55,2.395,False,154.95246581594165,26.0,3891.23,2127.2
2030,CAND_IT_rome__METRO_IT_prato,DC_HUB_DIRECT,M,249.33,2.992,False,81.88878657027908,14.0,2617.96,1431.2
2030,CAND_IT_rome__METRO_ES_latina,DC_HUB_DIRECT,M,57.51,0.69,False,117.11670798231717,20.0,862.65,471.6
2030,CAND_DE_koeln__RELAY_2030_8,DC_RELAY,L,419.47,5.034,True,140.80210118570292,24.0,11577.37,6241.7
2030,CAND_DE_koeln__RELAY_2030_20,DC_RELAY,L,879.02,10.548,True,4241.885216063823,707.0,714687.21,385309.6
2030,CAND_DE_koeln__RELAY_2030_22,DC_RELAY,L,597.05,7.165,True,809.871694689097,135.0,92692.01,49973.1
2030,CAND_DE_koeln__RELAY_2030_31,DC_RELAY,L,600.51,7.206,True,166.25217261925042,28.0,19336.42,10424.9
2030,CAND_DE_koeln__RELAY_2030_33,DC_RELAY,L,666.34,7.996,True,555.5836493758518,93.0,71265.06,38421.2
2030,CAND_DE_koeln__RELAY_2030_37,DC_RELAY,L,455.98,5.472,True,933.547765892904,156.0,81802.81,44102.4
2030,CAND_DE_koeln__RELAY_2030_41,DC_RELAY,L,474.65,5.696,True,40.67913252762431,7.0,3820.93,2060.0
2030,CAND_DE_koeln__RELAY_2030_52,DC_RELAY,L,402.31,4.828,True,159.7617826167238,27.0,12491.73,6734.7
2030,CAND_DE_koeln__RELAY_2030_53,DC_RELAY,L,801.04,9.612,True,2518.0842511340206,420.0,386902.32,208590.8
2030,CAND_DE_koeln__RELAY_2030_54,DC_RELAY,L,619.31,7.432,True,2223.111261220557,371.0,264228.61,142453.7
2030,CAND_DE_koeln__RELAY_2030_55,DC_RELAY,L,355.56,4.267,True,132.57340696056445,23.0,9404.56,5070.3
2030,CAND_DE_koeln__RELAY_2030_56,DC_RELAY,L,350.92,4.211,True,255.08952097929296,43.0,17352.99,9355.5
